<NUMBER OF NODES> 	14478
<NUMBER OF LINKS> 	54838
<END OF METADATA>		


~ 	init 	term 	: 	flow 	cost 	; 
	9567 	13974 	: 	0 	90.4012 	; 
	9568 	9552 	: 	0 	5.38857 	; 
	9568 	9572 	: 	0 	inf 	; 
	9569 	8681 	: 	0 	inf 	; 
	9569 	9200 	: 	3308.67 	11.059 	; 
	9570 	8382 	: 	0 	inf 	; 
	9570 	9571 	: 	0 	4.46383 	; 
	9571 	9570 	: 	0 	inf 	; 
	9571 	9572 	: 	0 	3.88887 	; 
	9572 	9568 	: 	0 	5.16032 	; 
	9572 	9571 	: 	0 	inf 	; 
	9573 	2801 	: 	0 	inf 	; 
	9573 	10969 	: 	6767.65 	1.69283 	; 
	9574 	804 	: 	3308.67 	15.6558 	; 
	9574 	3194 	: 	0 	29.9162 	; 
	9574 	6525 	: 	0 	inf 	; 
	9575 	1027 	: 	0 	1.83454 	; 
	9575 	2364 	: 	0 	inf 	; 
	9576 	1845 	: 	0 	inf 	; 
	9576 	9115 	: 	11120 	2.20138 	; 
	9577 	512 	: 	6682.67 	19.97 	; 
	9577 	830 	: 	0 	inf 	; 
	9578 	3232 	: 	0 	inf 	; 
	9578 	7392 	: 	1978.51 	1.39999 	; 
	9579 	4269 	: 	0 	inf 	; 
	9579 	4983 	: 	0 	11.7316 	; 
	9580 	347 	: 	0 	inf 	; 
	9580 	3014 	: 	3411.88 	10.4344 	; 
	9580 	10667 	: 	9190.79 	19.3989 	; 
	9580 	12267 	: 	0 	inf 	; 
	9580 	12268 	: 	753.333 	109.217 	; 
	9580 	12269 	: 	0 	inf 	; 
	9580 	12270 	: 	8.66667 	129.839 	; 
	9580 	12273 	: 	0 	inf 	; 
	9580 	12274 	: 	0.666667 	388.415 	; 
	9581 	7833 	: 	0 	inf 	; 
	9581 	11556 	: 	0 	3.7079 	; 
	9582 	650 	: 	520.667 	15.6519 	; 
	9582 	3147 	: 	0 	inf 	; 
	9583 	1799 	: 	4290.03 	11.2365 	; 
	9583 	11313 	: 	0 	inf 	; 
	9583 	12015 	: 	0 	inf 	; 
	9583 	12016 	: 	0 	71.7306 	; 
	9584 	377 	: 	2810.53 	3.82189 	; 
	9584 	5417 	: 	0 	inf 	; 
	9584 	12759 	: 	0 	inf 	; 
	9584 	12760 	: 	0 	165.343 	; 
	9585 	62 	: 	2347.78 	24.5835 	; 
	9585 	11387 	: 	0 	inf 	; 
	9585 	12317 	: 	0 	inf 	; 
	9585 	12318 	: 	0 	213.6 	; 
	9585 	12319 	: 	0 	inf 	; 
	9585 	12320 	: 	0 	61.0232 	; 
	9586 	4397 	: 	19431.7 	17.9242 	; 
	9586 	5335 	: 	0 	inf 	; 
	9586 	12221 	: 	0 	inf 	; 
	9586 	12222 	: 	249.333 	304.033 	; 
	9587 	3625 	: 	0 	inf 	; 
	9587 	4869 	: 	3209.28 	6.22407 	; 
	9587 	6881 	: 	9710.05 	8.25326 	; 
	9588 	109 	: 	1384 	2.00139 	; 
	9588 	1775 	: 	0 	inf 	; 
	9589 	7883 	: 	42.6667 	16.0078 	; 
	9589 	10363 	: 	0 	inf 	; 
	9589 	11112 	: 	281.359 	13.2976 	; 
	9590 	4096 	: 	0 	inf 	; 
	9590 	8294 	: 	1460.67 	1.18305 	; 
	9591 	2267 	: 	622.667 	2.58553 	; 
	9591 	4466 	: 	0 	inf 	; 
	9591 	13687 	: 	0 	inf 	; 
	9591 	13688 	: 	0 	141.66 	; 
	9592 	8689 	: 	12333.9 	47.6798 	; 
	9592 	9306 	: 	0 	inf 	; 
	9593 	1334 	: 	0 	inf 	; 
	9593 	10076 	: 	0 	22.0103 	; 
	9594 	8372 	: 	0 	14.6901 	; 
	9595 	4667 	: 	7283.22 	4.23883 	; 
	9595 	9728 	: 	0 	inf 	; 
	9595 	13085 	: 	0 	inf 	; 
	9595 	13086 	: 	0 	105.561 	; 
	9596 	2819 	: 	8850 	20.9233 	; 
	9596 	6406 	: 	0 	inf 	; 
	9597 	3 	: 	0 	inf 	; 
	9597 	1662 	: 	0 	25.2983 	; 
	9598 	4709 	: 	1631.03 	13.0821 	; 
	9598 	6390 	: 	0 	inf 	; 
	9599 	8242 	: 	0 	inf 	; 
	9599 	10042 	: 	9421.33 	0.878691 	; 
	9600 	2742 	: 	8658.67 	3.29534 	; 
	9600 	7207 	: 	0 	inf 	; 
	9601 	5002 	: 	0 	inf 	; 
	9601 	8543 	: 	2328.83 	37.5059 	; 
	9601 	12169 	: 	0 	inf 	; 
	9601 	12170 	: 	62.6667 	419.394 	; 
	9602 	9605 	: 	0 	inf 	; 
	9602 	11390 	: 	0 	3.35821 	; 
	9603 	334 	: 	0 	inf 	; 
	9603 	3684 	: 	92 	18.0543 	; 
	9604 	9539 	: 	0 	inf 	; 
	9604 	9932 	: 	5426.67 	39.1428 	; 
	9605 	3505 	: 	10898.6 	2.54865 	; 
	9605 	9428 	: 	0 	inf 	; 
	9605 	9602 	: 	0 	5.78031 	; 
	9606 	6729 	: 	0 	inf 	; 
	9606 	8775 	: 	4811.33 	2.50014 	; 
	9607 	5260 	: 	6003.08 	28.8916 	; 
	9607 	8446 	: 	0 	inf 	; 
	9608 	4422 	: 	0 	inf 	; 
	9608 	4775 	: 	0 	inf 	; 
	9608 	7558 	: 	8478.67 	15.2867 	; 
	9609 	2655 	: 	0 	inf 	; 
	9609 	8522 	: 	3546.67 	27.1818 	; 
	9610 	5724 	: 	0 	inf 	; 
	9610 	5996 	: 	3922.24 	2.97166 	; 
	9611 	1196 	: 	0 	inf 	; 
	9611 	2733 	: 	13403.2 	16.2382 	; 
	9612 	11189 	: 	0 	3.54959 	; 
	9612 	11252 	: 	0 	inf 	; 
	9613 	2136 	: 	0 	inf 	; 
	9613 	7116 	: 	1481.33 	60.2286 	; 
	9614 	5428 	: 	0 	inf 	; 
	9614 	8720 	: 	0 	11.0492 	; 
	9614 	10768 	: 	0 	12.4783 	; 
	9615 	4036 	: 	0 	3.51406 	; 
	9615 	9619 	: 	0 	inf 	; 
	9616 	403 	: 	0 	19.5392 	; 
	9616 	2787 	: 	0 	inf 	; 
	9616 	5836 	: 	0 	inf 	; 
	9617 	4554 	: 	9466 	3.09181 	; 
	9617 	7539 	: 	0 	inf 	; 
	9617 	13661 	: 	0 	inf 	; 
	9617 	13662 	: 	127.333 	288.46 	; 
	9617 	13673 	: 	0 	inf 	; 
	9617 	13674 	: 	0 	48.5164 	; 
	9617 	13675 	: 	0 	inf 	; 
	9617 	13676 	: 	0 	164.196 	; 
	9618 	413 	: 	0 	36.7143 	; 
	9618 	3068 	: 	0 	inf 	; 
	9618 	3641 	: 	0 	35.0341 	; 
	9619 	9437 	: 	3308.67 	12.2383 	; 
	9619 	9615 	: 	0 	20.4414 	; 
	9619 	11513 	: 	0 	inf 	; 
	9620 	6977 	: 	0 	inf 	; 
	9620 	9657 	: 	0 	6.02252 	; 
	9621 	4953 	: 	708.667 	15.1437 	; 
	9621 	9772 	: 	0 	inf 	; 
	9622 	5894 	: 	12619.6 	40.8294 	; 
	9622 	6077 	: 	0 	inf 	; 
	9622 	7993 	: 	0 	33.3044 	; 
	9623 	3843 	: 	0 	11.3445 	; 
	9623 	8006 	: 	0 	inf 	; 
	9624 	4110 	: 	0 	inf 	; 
	9624 	7147 	: 	14052 	14.1832 	; 
	9624 	13329 	: 	0 	inf 	; 
	9624 	13330 	: 	20.6667 	199.331 	; 
	9624 	13331 	: 	0 	inf 	; 
	9624 	13332 	: 	211.333 	208.512 	; 
	9624 	13333 	: 	0 	inf 	; 
	9624 	13334 	: 	189.333 	101.43 	; 
	9624 	13335 	: 	0 	inf 	; 
	9624 	13336 	: 	197.333 	41.7079 	; 
	9625 	904 	: 	0 	inf 	; 
	9625 	3251 	: 	7236.31 	1.99454 	; 
	9626 	7190 	: 	0 	inf 	; 
	9626 	7851 	: 	30 	15.7638 	; 
	9626 	10660 	: 	9576.2 	31.6816 	; 
	9627 	2622 	: 	0 	inf 	; 
	9627 	4323 	: 	0 	14.9228 	; 
	9628 	1268 	: 	0 	28.6982 	; 
	9628 	3413 	: 	0 	inf 	; 
	9629 	2544 	: 	18201.6 	51.5753 	; 
	9629 	10461 	: 	0 	inf 	; 
	9630 	4414 	: 	0 	inf 	; 
	9630 	11217 	: 	0 	1.43147 	; 
	9631 	2068 	: 	3689.96 	1.06069 	; 
	9631 	4504 	: 	0 	inf 	; 
	9631 	14391 	: 	0 	inf 	; 
	9631 	14392 	: 	0 	311.238 	; 
	9632 	400 	: 	0 	inf 	; 
	9632 	4375 	: 	2114 	14.5032 	; 
	9632 	8859 	: 	8926.77 	36.6823 	; 
	9633 	7806 	: 	1673.33 	36.4699 	; 
	9633 	8794 	: 	2715.33 	14.6537 	; 
	9633 	12159 	: 	0 	inf 	; 
	9633 	12160 	: 	0 	268.573 	; 
	9634 	2699 	: 	0 	13.7083 	; 
	9634 	4160 	: 	0 	inf 	; 
	9634 	4545 	: 	0 	inf 	; 
	9635 	1823 	: 	0 	inf 	; 
	9635 	2166 	: 	0 	23.7071 	; 
	9636 	6305 	: 	0 	inf 	; 
	9636 	10093 	: 	10657.1 	8.54093 	; 
	9637 	3257 	: 	0 	inf 	; 
	9637 	3394 	: 	8850 	3.61469 	; 
	9637 	11311 	: 	0 	inf 	; 
	9638 	6826 	: 	8746.09 	9.41668 	; 
	9638 	7450 	: 	0 	inf 	; 
	9638 	13949 	: 	0 	inf 	; 
	9638 	13950 	: 	0 	54.8441 	; 
	9638 	13953 	: 	0 	inf 	; 
	9638 	13954 	: 	152.328 	121.515 	; 
	9639 	965 	: 	0 	inf 	; 
	9639 	5087 	: 	3308.67 	13.9048 	; 
	9640 	3240 	: 	0 	inf 	; 
	9640 	8628 	: 	4904 	12.4771 	; 
	9640 	11366 	: 	12411.1 	22.2513 	; 
	9640 	11815 	: 	0 	inf 	; 
	9640 	11816 	: 	0 	108.574 	; 
	9640 	11817 	: 	0 	inf 	; 
	9640 	11818 	: 	0 	173.317 	; 
	9641 	9874 	: 	3120.69 	24.6944 	; 
	9641 	10151 	: 	0 	inf 	; 
	9642 	2976 	: 	0 	inf 	; 
	9642 	6651 	: 	1980.29 	5.45083 	; 
	9642 	12565 	: 	0 	inf 	; 
	9642 	12566 	: 	0 	282.381 	; 
	9642 	12567 	: 	0 	inf 	; 
	9642 	12568 	: 	21.3333 	124.245 	; 
	9643 	4920 	: 	1692.67 	25.1291 	; 
	9643 	9336 	: 	0 	inf 	; 
	9644 	493 	: 	0 	inf 	; 
	9644 	4955 	: 	9752.69 	457.891 	; 
	9644 	12015 	: 	0 	inf 	; 
	9644 	12016 	: 	0 	57.6644 	; 
	9645 	3452 	: 	0 	inf 	; 
	9645 	4263 	: 	0 	1.5206 	; 
	9646 	9649 	: 	312 	4.285 	; 
	9646 	10924 	: 	916 	3.78378 	; 
	9646 	11356 	: 	0 	inf 	; 
	9646 	12453 	: 	0 	inf 	; 
	9646 	12454 	: 	0 	111.018 	; 
	9647 	4601 	: 	0 	inf 	; 
	9647 	10400 	: 	0 	7.7481 	; 
	9648 	706 	: 	0 	inf 	; 
	9648 	11356 	: 	12945.8 	4.86851 	; 
	9649 	6836 	: 	312 	3.83974 	; 
	9649 	9646 	: 	0 	inf 	; 
	9649 	10924 	: 	0 	inf 	; 
	9649 	12453 	: 	0 	inf 	; 
	9649 	12454 	: 	0 	111.402 	; 
	9650 	4646 	: 	0 	inf 	; 
	9650 	7900 	: 	19314 	29.9735 	; 
	9650 	11091 	: 	0 	inf 	; 
	9651 	3758 	: 	1005.33 	29.7372 	; 
	9651 	10665 	: 	4625.42 	11.928 	; 
	9651 	13925 	: 	0 	inf 	; 
	9651 	13926 	: 	4422 	118.853 	; 
	9651 	13927 	: 	0 	inf 	; 
	9651 	13928 	: 	1722 	702.432 	; 
	9652 	3586 	: 	4909.29 	3.37503 	; 
	9652 	10665 	: 	1468 	1.81972 	; 
	9652 	13925 	: 	0 	inf 	; 
	9652 	13926 	: 	0 	133.681 	; 
	9652 	13927 	: 	0 	inf 	; 
	9652 	13928 	: 	0 	706.216 	; 
	9653 	8534 	: 	10782.9 	16.8672 	; 
	9653 	8721 	: 	0 	inf 	; 
	9654 	3758 	: 	10782.9 	2432.6 	; 
	9654 	4981 	: 	0 	inf 	; 
	9655 	1760 	: 	554.667 	7.88701 	; 
	9655 	7778 	: 	4971.96 	2.43439 	; 
	9655 	13923 	: 	0 	inf 	; 
	9655 	13924 	: 	0 	780.565 	; 
	9656 	1059 	: 	0 	4.82155 	; 
	9656 	4235 	: 	0 	inf 	; 
	9656 	9288 	: 	14206 	15.3991 	; 
	9656 	14405 	: 	0 	inf 	; 
	9656 	14406 	: 	1.33333 	1665.92 	; 
	9656 	14413 	: 	0 	inf 	; 
	9656 	14414 	: 	603.333 	194.263 	; 
	9657 	6056 	: 	0 	4.47521 	; 
	9657 	9620 	: 	0 	inf 	; 
	9658 	9659 	: 	0 	inf 	; 
	9658 	10163 	: 	2387.15 	17.2859 	; 
	9659 	5053 	: 	0 	inf 	; 
	9659 	9658 	: 	2387.15 	7.68355 	; 
	9660 	8993 	: 	0 	inf 	; 
	9660 	9247 	: 	1232.11 	8.87737 	; 
	9661 	842 	: 	0 	inf 	; 
	9661 	7839 	: 	10229.4 	4.46925 	; 
	9662 	3720 	: 	10046.9 	45.5603 	; 
	9662 	4021 	: 	0 	inf 	; 
	9662 	10490 	: 	0 	inf 	; 
	9663 	10092 	: 	0 	67.5253 	; 
	9663 	10925 	: 	0 	inf 	; 
	9664 	2809 	: 	0 	inf 	; 
	9664 	3734 	: 	7790 	4.37503 	; 
	9664 	7614 	: 	0 	inf 	; 
	9665 	2646 	: 	11981.8 	46.8253 	; 
	9665 	3706 	: 	0 	inf 	; 
	9665 	7751 	: 	3839.33 	149.318 	; 
	9665 	12545 	: 	0 	inf 	; 
	9665 	12546 	: 	414.667 	16.6375 	; 
	9666 	201 	: 	0 	3.94245 	; 
	9667 	4112 	: 	0 	inf 	; 
	9667 	5377 	: 	3110.09 	26.0359 	; 
	9667 	12119 	: 	0 	inf 	; 
	9667 	12120 	: 	29.3333 	35.6728 	; 
	9668 	7468 	: 	0 	inf 	; 
	9668 	11225 	: 	8237.71 	12.8781 	; 
	9668 	13793 	: 	0 	inf 	; 
	9668 	13794 	: 	0 	183.178 	; 
	9669 	5318 	: 	0 	inf 	; 
	9669 	11411 	: 	2006.86 	7.8535 	; 
	9670 	5405 	: 	8321.22 	17.8016 	; 
	9670 	7679 	: 	0 	inf 	; 
	9671 	335 	: 	0 	inf 	; 
	9671 	3726 	: 	2870.35 	5.97461 	; 
	9672 	4319 	: 	0 	inf 	; 
	9672 	7480 	: 	11881.2 	11.8299 	; 
	9672 	13515 	: 	0 	inf 	; 
	9672 	13516 	: 	152.667 	66.7676 	; 
	9672 	13519 	: 	0 	inf 	; 
	9672 	13520 	: 	578.667 	161.307 	; 
	9673 	1083 	: 	5009.88 	84.4589 	; 
	9673 	3642 	: 	0 	inf 	; 
	9673 	12321 	: 	0 	inf 	; 
	9673 	12322 	: 	6 	176.855 	; 
	9673 	12323 	: 	0 	inf 	; 
	9673 	12324 	: 	21.3333 	132.573 	; 
	9674 	1117 	: 	0 	24.0633 	; 
	9674 	6873 	: 	0 	inf 	; 
	9675 	2433 	: 	2106.46 	13.846 	; 
	9675 	5323 	: 	0 	inf 	; 
	9676 	3535 	: 	13028.4 	11.9502 	; 
	9676 	5943 	: 	0 	inf 	; 
	9676 	11679 	: 	0 	inf 	; 
	9676 	11680 	: 	180.667 	332.779 	; 
	9676 	11681 	: 	0 	inf 	; 
	9676 	11682 	: 	84 	346.207 	; 
	9676 	11683 	: 	0 	inf 	; 
	9676 	11684 	: 	252 	384.835 	; 
	9676 	11687 	: 	0 	inf 	; 
	9676 	11688 	: 	157.333 	211.958 	; 
	9676 	11689 	: 	0 	inf 	; 
	9676 	11690 	: 	412 	206.942 	; 
	9676 	11691 	: 	0 	inf 	; 
	9676 	11692 	: 	60.6667 	76.2278 	; 
	9676 	11693 	: 	0 	inf 	; 
	9676 	11694 	: 	110.667 	129.582 	; 
	9676 	11931 	: 	0 	inf 	; 
	9676 	11932 	: 	60 	386.324 	; 
	9677 	3694 	: 	0 	inf 	; 
	9677 	10884 	: 	1460.67 	10.144 	; 
	9677 	11440 	: 	0 	inf 	; 
	9678 	1991 	: 	3605.33 	13.5126 	; 
	9678 	3366 	: 	0 	inf 	; 
	9679 	9506 	: 	24578.3 	144.578 	; 
	9679 	9709 	: 	0 	inf 	; 
	9679 	14435 	: 	0 	inf 	; 
	9679 	14436 	: 	34.6667 	600.487 	; 
	9680 	8112 	: 	2854.77 	7.19868 	; 
	9680 	10802 	: 	0 	inf 	; 
	9681 	3592 	: 	0 	inf 	; 
	9681 	4307 	: 	0 	19.4389 	; 
	9682 	4412 	: 	0 	20.3454 	; 
	9682 	5175 	: 	0 	inf 	; 
	9683 	8600 	: 	7104.67 	4.13542 	; 
	9683 	11016 	: 	0 	inf 	; 
	9684 	4480 	: 	12528.2 	525.297 	; 
	9684 	10939 	: 	0 	inf 	; 
	9685 	6984 	: 	0 	inf 	; 
	9685 	9171 	: 	3805.33 	151.696 	; 
	9685 	11552 	: 	0 	inf 	; 
	9686 	2242 	: 	0 	inf 	; 
	9686 	10254 	: 	2054.32 	17.9291 	; 
	9687 	1289 	: 	17747.7 	5.46423 	; 
	9687 	11118 	: 	0 	inf 	; 
	9687 	12053 	: 	0 	inf 	; 
	9687 	12054 	: 	202.667 	208.179 	; 
	9687 	12055 	: 	0 	inf 	; 
	9687 	12056 	: 	169.333 	70.9146 	; 
	9688 	1478 	: 	0 	inf 	; 
	9688 	4091 	: 	8542.67 	16.8302 	; 
	9688 	9689 	: 	0 	inf 	; 
	9689 	426 	: 	4496 	50.0509 	; 
	9689 	3339 	: 	0 	inf 	; 
	9689 	9688 	: 	0 	13.3907 	; 
	9690 	9757 	: 	3844.67 	80.96 	; 
	9690 	11368 	: 	0 	inf 	; 
	9691 	4322 	: 	0 	inf 	; 
	9691 	4784 	: 	6166.73 	34.12 	; 
	9692 	5571 	: 	7682.08 	28.0606 	; 
	9692 	7020 	: 	0 	inf 	; 
	9692 	13959 	: 	0 	inf 	; 
	9692 	13960 	: 	0 	621.395 	; 
	9693 	6970 	: 	0 	3.47546 	; 
	9693 	10794 	: 	0 	inf 	; 
	9694 	16 	: 	0 	inf 	; 
	9694 	3503 	: 	1032 	1.51631 	; 
	9694 	7989 	: 	0 	inf 	; 
	9695 	3708 	: 	8551.63 	10.0227 	; 
	9695 	3758 	: 	0 	inf 	; 
	9696 	6294 	: 	0 	inf 	; 
	9696 	6503 	: 	21651.2 	33.2818 	; 
	9696 	11967 	: 	0 	inf 	; 
	9696 	11968 	: 	20.6667 	28.5253 	; 
	9697 	4404 	: 	9485.91 	21.9307 	; 
	9697 	5924 	: 	0 	inf 	; 
	9698 	850 	: 	0 	inf 	; 
	9698 	6794 	: 	15617.7 	8.91176 	; 
	9699 	4328 	: 	0 	inf 	; 
	9699 	5194 	: 	120.667 	16.0328 	; 
	9699 	9700 	: 	10054.5 	17.1757 	; 
	9700 	7659 	: 	10054.5 	2.15455 	; 
	9700 	9699 	: 	0 	inf 	; 
	9701 	3980 	: 	0 	inf 	; 
	9701 	6188 	: 	0 	inf 	; 
	9701 	11264 	: 	13595.6 	104.972 	; 
	9701 	12777 	: 	0 	inf 	; 
	9701 	12778 	: 	376.667 	51.7832 	; 
	9702 	3535 	: 	0 	inf 	; 
	9702 	9057 	: 	15713.4 	18.5128 	; 
	9702 	11679 	: 	0 	inf 	; 
	9702 	11680 	: 	0 	336.552 	; 
	9702 	11681 	: 	0 	inf 	; 
	9702 	11682 	: 	0 	351.519 	; 
	9702 	11683 	: 	0 	inf 	; 
	9702 	11684 	: 	0 	390.782 	; 
	9702 	11687 	: 	0 	inf 	; 
	9702 	11688 	: 	0 	219.829 	; 
	9702 	11689 	: 	0 	inf 	; 
	9702 	11690 	: 	0 	212.533 	; 
	9702 	11691 	: 	0 	inf 	; 
	9702 	11692 	: 	0 	83.4342 	; 
	9702 	11693 	: 	0 	inf 	; 
	9702 	11694 	: 	0 	137.558 	; 
	9702 	11931 	: 	0 	inf 	; 
	9702 	11932 	: 	0 	385.455 	; 
	9703 	215 	: 	0 	inf 	; 
	9703 	3701 	: 	0 	inf 	; 
	9703 	6435 	: 	18535.8 	64.2755 	; 
	9704 	6439 	: 	0 	inf 	; 
	9704 	11035 	: 	13113.6 	24.7515 	; 
	9705 	3408 	: 	92 	1.82726 	; 
	9705 	4256 	: 	0 	inf 	; 
	9706 	821 	: 	8907.36 	12.1432 	; 
	9706 	4484 	: 	0 	inf 	; 
	9706 	5579 	: 	0 	inf 	; 
	9707 	101 	: 	15333.9 	39.286 	; 
	9707 	5177 	: 	0 	inf 	; 
	9708 	5598 	: 	0 	inf 	; 
	9708 	10443 	: 	92 	1.21376 	; 
	9709 	9679 	: 	24137.6 	9.93487 	; 
	9709 	10711 	: 	0 	inf 	; 
	9709 	14435 	: 	0 	inf 	; 
	9709 	14436 	: 	0 	600.896 	; 
	9710 	1545 	: 	3865.47 	39.6492 	; 
	9710 	5495 	: 	0 	inf 	; 
	9710 	6519 	: 	32056.2 	12.2144 	; 
	9710 	13559 	: 	0 	inf 	; 
	9710 	13560 	: 	0 	244.502 	; 
	9711 	3133 	: 	0 	inf 	; 
	9711 	3849 	: 	3263.33 	127.538 	; 
	9711 	12993 	: 	0 	inf 	; 
	9711 	12994 	: 	118 	549.502 	; 
	9712 	3701 	: 	6994.82 	20.2221 	; 
	9712 	6433 	: 	0 	inf 	; 
	9713 	8161 	: 	769.333 	10.4415 	; 
	9713 	9043 	: 	0 	inf 	; 
	9714 	5645 	: 	0 	inf 	; 
	9714 	5964 	: 	13921.2 	46.1495 	; 
	9715 	9556 	: 	0 	inf 	; 
	9715 	10633 	: 	10782.9 	24.8988 	; 
	9716 	3311 	: 	0 	143.209 	; 
	9716 	9107 	: 	0 	inf 	; 
	9717 	6456 	: 	0 	inf 	; 
	9717 	7170 	: 	3843.33 	44.3509 	; 
	9717 	12327 	: 	0 	inf 	; 
	9717 	12328 	: 	11.3333 	84.9932 	; 
	9718 	4719 	: 	0 	inf 	; 
	9718 	6210 	: 	16815.5 	130.49 	; 
	9718 	13915 	: 	0 	inf 	; 
	9718 	13916 	: 	667.333 	94.9129 	; 
	9719 	6865 	: 	10472.6 	9.49051 	; 
	9719 	10894 	: 	0 	inf 	; 
	9720 	11021 	: 	818.667 	7.28237 	; 
	9720 	11023 	: 	0 	inf 	; 
	9721 	867 	: 	0 	23.4267 	; 
	9721 	1813 	: 	0 	inf 	; 
	9721 	7830 	: 	0 	inf 	; 
	9722 	6260 	: 	0 	6.45904 	; 
	9722 	9514 	: 	0 	24.2628 	; 
	9723 	1972 	: 	8700 	493.42 	; 
	9723 	8548 	: 	2371.33 	1.9532 	; 
	9723 	9764 	: 	0 	inf 	; 
	9723 	10498 	: 	0 	inf 	; 
	9724 	9316 	: 	0 	inf 	; 
	9724 	9764 	: 	9884.67 	13.3643 	; 
	9725 	3656 	: 	3637.3 	16.0446 	; 
	9725 	4050 	: 	0 	inf 	; 
	9726 	2828 	: 	0 	inf 	; 
	9726 	7508 	: 	2663.54 	40.6313 	; 
	9726 	7921 	: 	4629.89 	215.924 	; 
	9727 	9046 	: 	354 	20.1414 	; 
	9727 	10878 	: 	1454 	2.76558 	; 
	9727 	12933 	: 	0 	inf 	; 
	9727 	12934 	: 	16 	92.0983 	; 
	9728 	9595 	: 	7283.22 	4.99134 	; 
	9728 	10352 	: 	0 	inf 	; 
	9728 	13085 	: 	0 	inf 	; 
	9728 	13086 	: 	106.667 	103.8 	; 
	9729 	2795 	: 	0 	inf 	; 
	9729 	6177 	: 	4769.33 	17.453 	; 
	9729 	8940 	: 	0 	inf 	; 
	9730 	5257 	: 	0 	inf 	; 
	9730 	9183 	: 	1700.67 	3.49467 	; 
	9730 	11789 	: 	0 	inf 	; 
	9730 	11790 	: 	0 	78.8599 	; 
	9731 	616 	: 	7498 	5.57333 	; 
	9731 	2565 	: 	0 	inf 	; 
	9732 	6562 	: 	0 	inf 	; 
	9732 	6956 	: 	12014.6 	45.6087 	; 
	9733 	2371 	: 	4033.67 	8.71938 	; 
	9733 	6896 	: 	0 	inf 	; 
	9733 	12145 	: 	0 	inf 	; 
	9733 	12146 	: 	0 	245.103 	; 
	9734 	9792 	: 	0 	5.81058 	; 
	9734 	10097 	: 	0 	inf 	; 
	9734 	14417 	: 	0 	inf 	; 
	9734 	14418 	: 	1624.67 	89.3343 	; 
	9735 	890 	: 	0 	inf 	; 
	9735 	11317 	: 	0 	1.17772 	; 
	9736 	3565 	: 	0 	inf 	; 
	9736 	8354 	: 	9560.67 	21.5751 	; 
	9736 	14123 	: 	0 	inf 	; 
	9736 	14124 	: 	322.667 	488.62 	; 
	9736 	14131 	: 	0 	inf 	; 
	9736 	14132 	: 	160.667 	122.957 	; 
	9737 	1845 	: 	0 	inf 	; 
	9737 	5613 	: 	740 	4.26845 	; 
	9738 	8683 	: 	8878 	9.33136 	; 
	9738 	8931 	: 	0 	inf 	; 
	9738 	12235 	: 	0 	inf 	; 
	9738 	12236 	: 	0 	138.948 	; 
	9739 	7816 	: 	17399.6 	6.49559 	; 
	9739 	9759 	: 	0 	inf 	; 
	9740 	2349 	: 	0 	inf 	; 
	9740 	9820 	: 	7613.33 	3.62557 	; 
	9741 	4224 	: 	12556.7 	3.61104 	; 
	9741 	11568 	: 	0 	inf 	; 
	9742 	5408 	: 	11348.7 	28.8197 	; 
	9742 	10648 	: 	0 	inf 	; 
	9742 	12583 	: 	0 	inf 	; 
	9742 	12584 	: 	261.333 	87.8757 	; 
	9743 	345 	: 	1460.67 	4.54298 	; 
	9743 	997 	: 	0 	inf 	; 
	9743 	2014 	: 	0 	inf 	; 
	9744 	5316 	: 	0 	41.2705 	; 
	9744 	10511 	: 	0 	inf 	; 
	9745 	9081 	: 	3308.67 	6.65641 	; 
	9745 	9262 	: 	0 	inf 	; 
	9746 	6827 	: 	2214 	24.5527 	; 
	9746 	6830 	: 	0 	inf 	; 
	9747 	9752 	: 	4500 	8.69209 	; 
	9747 	10736 	: 	0 	inf 	; 
	9748 	4136 	: 	0 	inf 	; 
	9748 	4389 	: 	3626.69 	64.8829 	; 
	9749 	4067 	: 	0 	inf 	; 
	9749 	10206 	: 	4978.01 	32.9991 	; 
	9750 	7087 	: 	4329.66 	102.487 	; 
	9750 	7176 	: 	0 	inf 	; 
	9751 	956 	: 	16231.6 	28.7776 	; 
	9751 	2996 	: 	0 	inf 	; 
	9751 	10129 	: 	0 	inf 	; 
	9752 	9747 	: 	0 	inf 	; 
	9752 	10112 	: 	4500 	9.70196 	; 
	9753 	2809 	: 	7789.33 	2.15008 	; 
	9753 	8222 	: 	0 	inf 	; 
	9754 	7903 	: 	14709.1 	207.071 	; 
	9754 	10521 	: 	0 	inf 	; 
	9754 	13081 	: 	0 	inf 	; 
	9754 	13082 	: 	818.667 	160.739 	; 
	9754 	13131 	: 	0 	inf 	; 
	9754 	13132 	: 	211.333 	399.124 	; 
	9755 	6158 	: 	0 	inf 	; 
	9755 	8098 	: 	4557.14 	13.6222 	; 
	9756 	9515 	: 	9208.67 	10.6529 	; 
	9756 	10498 	: 	0 	inf 	; 
	9757 	8473 	: 	0 	inf 	; 
	9757 	9690 	: 	0 	inf 	; 
	9757 	9759 	: 	20079.7 	52.2334 	; 
	9757 	13665 	: 	0 	inf 	; 
	9757 	13666 	: 	337.333 	151.486 	; 
	9758 	188 	: 	1460.67 	2.12091 	; 
	9758 	3450 	: 	0 	inf 	; 
	9758 	10007 	: 	0 	inf 	; 
